PhraseId,SentenceId,Phrase,Sentiment
126245,6786,"Twenty years later , E.T. is still a cinematic touchstone .",Positive
126253,6787,"If legendary shlockmeister Ed Wood had ever made a movie about a vampire , it probably would look a lot like this alarming production , adapted from Anne Rice 's novel The Vampire Chronicles .",Positive
126285,6788,"Red Dragon is less baroque and showy than Hannibal , and less emotionally affecting than Silence .",Positive
126301,6789,"It 's affecting , amusing , sad and reflective .",Positive
126311,6790,"By turns gripping , amusing , tender and heart-wrenching , Laissez-passer has all the earmarks of French cinema at its best .",Positive
126329,6791,The dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .,Negative
126342,6792,... hokey art house pretension .,Negative
126347,6793,"Khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum .",Positive
126370,6794,Then Nadia 's birthday might not have been such a bad day after all .,Positive
126380,6795,"A film centering on a traditional Indian wedding in contemporary New Delhi may not sound like specialized fare , but Mira Nair 's film is an absolute delight for all audiences .",Positive
126410,6796,"It 's a frightful vanity film that , no doubt , pays off what debt Miramax felt they owed to Benigni .",Negative
126431,6797,An excellent sequel .,Positive
126434,6798,Never comes together as a coherent whole .,Negative
126440,6799,"Its simplicity puts an exclamation point on the fact that this is n't something to be taken seriously , but it also wrecks any chance of the movie rising above similar fare .",Negative
126466,6800,prechewed,Negative
126476,6801,The first five minutes will have you talking 'til the end of the year !,Positive
126486,6802,"A loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .",Negative
126505,6803,"Last Orders nurtures the multi-layers of its characters , allowing us to remember that life 's ultimately a gamble and last orders are to be embraced .",Positive
126530,6804,The Sweetest Thing is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance .,Negative
126556,6805,"Ultimately the , yes , snail-like pacing and lack of thematic resonance make the film more silly than scary , like some sort of Martha Stewart decorating program run amok .",Negative
126582,6806,"Seems based on ugly ideas instead of ugly behavior , as Happiness was ... Hence , Storytelling is far more appealing .",Positive
126602,6807,"Weird , vulgar comedy that 's definitely an acquired taste .",Positive
126609,6808,"Director-writer Bille August ... depicts this relationship with economical grace , letting his superb actors convey Martin 's deterioration and Barbara 's sadness -- and , occasionally , anger .",Positive
126643,6809,"Unlike most anime , whose most ardent fans outside Japan seem to be introverted young men with fantasy fetishes , Metropolis never seems hopelessly juvenile .",Positive
126668,6810,... wise and elegiac ...,Positive
126672,6811,It certainly wo n't win any awards in the plot department but it sets out with no pretensions and delivers big time .,Positive
126691,6812,"Very much a home video , and so devoid of artifice and purpose that it appears not to have been edited at all .",Negative
126711,6813,"The story gives ample opportunity for large-scale action and suspense , which director Shekhar Kapur supplies with tremendous skill .",Positive
126731,6814,"What makes How I Killed My Father compelling , besides its terrific performances , is Fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching .",Positive
126761,6815,"Without -LRB- De Niro -RRB- , City By The Sea would slip under the waves .",Negative
126773,6816,It made me realize that we really have n't had a good cheesy B-movie playing in theaters since ... well ... since last week 's Reign of Fire .,Negative
126798,6817,A movie of riveting power and sadness .,Positive
126803,6818,More of an intriguing curiosity than a gripping thriller .,Positive
126812,6819,"A worthwhile documentary , whether you 're into rap or not , even if it may still leave you wanting more answers as the credits roll .",Positive
126836,6820,"... instead go rent `` Shakes The Clown '' , a much funnier film with a similar theme and an equally great Robin Williams performance .",Negative
126861,6821,"While we no longer possess the lack-of-attention span that we did at seventeen , we had no trouble sitting for Blade II .",Positive
126883,6822,This action-thriller\/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .,Negative
126905,6823,"Brown Sugar signals director Rick Famuyiwa 's emergence as an articulate , grown-up voice in African-American cinema .",Positive
126922,6824,Almodovar is an imaginative teacher of emotional intelligence in this engaging film about two men who discover what William James once called ` the gift of tears . ',Positive
126948,6825,"Such a fine idea for a film , and such a stultifying , lifeless execution .",Negative
126962,6826,Avary 's film never quite emerges from the shadow of Ellis ' book .,Positive
126974,6827,What should have been a painless time-killer becomes instead a grating endurance test .,Negative
126988,6828,"It 's endlessly inventive , consistently intelligent and sickeningly savage .",Positive
126998,6829,"The journey is worth your time , especially if you have Ellen Pompeo sitting next to you for the ride .",Positive
127014,6830,"While the performances are often engaging , this loose collection of largely improvised numbers would probably have worked better as a one-hour TV documentary .",Negative
127030,6831,Leaves viewers out in the cold and undermines some phenomenal performances .,Negative
127041,6832,"A tired , unimaginative and derivative variation of that already-shallow genre .",Negative
127052,6833,"Yes , MIBII is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it .",Positive
127076,6834,A bit too eager to please .,Negative
127081,6835,The only thing that distinguishes a Randall Wallace film from any other is the fact that there is nothing distinguishing in a Randall Wallace film .,Negative
127102,6836,10 minutes into the film you 'll be white-knuckled and unable to look away .,Positive
127115,6837,"The determination of Pinochet 's victims to seek justice , and their often heartbreaking testimony , spoken directly into director Patricio Guzman 's camera , pack a powerful emotional wallop .",Positive
